move_key,name_en,name_es,type_key,category_key,power,accuracy,pp,priority,targeting_key,makes_contact,is_sound,is_pulse,is_punch,is_bite,is_slashing,is_status,effect_short_en,effect_short_es,effect_long_en,effect_long_es,source_key
sludge_bomb,Sludge Bomb,Bomba Lodo,poison,special,90,100,10,,unknown,0,0,0,0,0,0,0,The user hurls unsanitary sludge at the target to inflict damage. This may also poison the target.,Arroja residuos al objetivo. Puede llegar a envenenar.,The user hurls unsanitary sludge at the target to inflict damage. This may also poison the target.,Arroja residuos al objetivo. Puede llegar a envenenar.,championslab
sludge_wave,Sludge Wave,Onda Tóxica,poison,special,95,100,10,,unknown,0,0,0,0,0,0,0,The user strikes everything around it by swamping the area with a giant sludge wave. This may also poison those it hits.,Una onda tóxica que daña a los Pokémon de alrededor. Puede envenenar.,The user strikes everything around it by swamping the area with a giant sludge wave. This may also poison those it hits.,Una onda tóxica que daña a los Pokémon de alrededor. Puede envenenar.,championslab
smack_down,Smack Down,Antiaéreo,rock,physical,50,100,15,,unknown,0,0,0,0,0,0,0,"The user throws a stone or similar projectile to attack the target. If the target is in the air, it will be knocked down to the ground.",El usuario ataca lanzando una piedra o un proyectil. Puede estrellar contra el suelo al objetivo si vuela.,"The user throws a stone or similar projectile to attack the target. If the target is in the air, it will be knocked down to the ground.",El usuario ataca lanzando una piedra o un proyectil. Puede estrellar contra el suelo al objetivo si vuela.,championslab
smart_strike,Smart Strike,Cuerno Certero,steel,physical,70,,10,,unknown,0,0,0,0,0,0,0,The user stabs the target with a sharp horn. This attack never misses.,Ensarta al adversario con su afilada cornamenta. Este movimiento acierta siempre.,The user stabs the target with a sharp horn. This attack never misses.,Ensarta al adversario con su afilada cornamenta. Este movimiento acierta siempre.,championslab
snap_trap,Snap Trap,Cepo,grass,physical,35,100,16,,unknown,0,0,0,0,0,0,0,The user snares the target in a snap trap for four to five turns.,Cepo que atrapa al objetivo durante cuatro o cinco turnos y le causa daño mientras se encuentra preso.,The user snares the target in a snap trap for four to five turns.,Cepo que atrapa al objetivo durante cuatro o cinco turnos y le causa daño mientras se encuentra preso.,championslab
snarl,Snarl,Alarido,dark,special,55,95,15,,unknown,0,0,0,0,0,0,0,"The user yells as if it's ranting about something, which lowers the Sp. Atk stats of opposing Pokémon.",Ataca con un chillido desagradable que baja el Ataque Especial del rival.,"The user yells as if it's ranting about something, which lowers the Sp. Atk stats of opposing Pokémon.",Ataca con un chillido desagradable que baja el Ataque Especial del rival.,championslab
snore,Snore,Ronquido,normal,special,50,100,15,,unknown,0,0,0,0,0,0,0,This attack can be used only if the user is asleep. The harsh noise may also make the target flinch.,Fuerte ronquido que solo puede usarse dormido. Puede hacer retroceder al objetivo.,This attack can be used only if the user is asleep. The harsh noise may also make the target flinch.,Fuerte ronquido que solo puede usarse dormido. Puede hacer retroceder al objetivo.,championslab
snowscape,Snowscape,Snowscape,ice,status,0,,10,,unknown,0,0,0,0,0,0,1,The user summons a snowstorm lasting five turns. This boosts the Defense stats of Ice types.,,The user summons a snowstorm lasting five turns. This boosts the Defense stats of Ice types.,,championslab
soak,Soak,Anegar,water,status,,100,20,,unknown,0,0,0,0,0,0,1,Changes the target's type to Water.,Potente lluvia que transforma al objetivo en un Pokémon de tipo Agua.,Changes the target's type to Water.,Potente lluvia que transforma al objetivo en un Pokémon de tipo Agua.,championslab
solar_beam,Solar Beam,Rayo Solar,grass,special,120,100,10,,unknown,0,0,0,0,0,0,0,"The user gathers light on the first turn, then blasts a bundled beam on the next turn.",Primer turno: absorbe luz. Segundo turno: lanza un potente rayo de energía.,"The user gathers light on the first turn, then blasts a bundled beam on the next turn.",Primer turno: absorbe luz. Segundo turno: lanza un potente rayo de energía.,championslab
solar_blade,Solar Blade,Cuchilla Solar,grass,physical,125,100,10,,unknown,0,0,0,0,0,0,0,"In this two-turn attack, the user gathers light and fills a blade with the light’s energy, attacking the target on the next turn.",El usuario dedica un turno a absorber energía lumínica y concentrarla en forma de cuchilla con la que ataca al rival al turno siguiente.,"In this two-turn attack, the user gathers light and fills a blade with the light’s energy, attacking the target on the next turn.",El usuario dedica un turno a absorber energía lumínica y concentrarla en forma de cuchilla con la que ataca al rival al turno siguiente.,championslab
sparkling_aria,Sparkling Aria,Aria Burbuja,water,special,90,100,10,,unknown,0,0,0,0,0,0,0,"The user bursts into song, emitting many bubbles. Any Pokémon suffering from a burn will be healed by the touch of these bubbles.",Libera burbujas al cantar. Este movimiento cura las quemaduras de los Pokémon que reciban daño.,"The user bursts into song, emitting many bubbles. Any Pokémon suffering from a burn will be healed by the touch of these bubbles.",Libera burbujas al cantar. Este movimiento cura las quemaduras de los Pokémon que reciban daño.,championslab
speed_swap,Speed Swap,Cambiavelocidad,psychic,status,,,10,,unknown,0,0,0,0,0,0,1,The user exchanges Speed stats with the target.,Intercambia su Velocidad por la del oponente.,The user exchanges Speed stats with the target.,Intercambia su Velocidad por la del oponente.,championslab
spicy_extract,Spicy Extract,Spicy Extract,grass,status,0,,15,,unknown,0,0,0,0,0,0,1,"The user emits an incredibly spicy extract, sharply boosting the target's Attack stat and harshly lowering the target's Defense stat.",,"The user emits an incredibly spicy extract, sharply boosting the target's Attack stat and harshly lowering the target's Defense stat.",,championslab
spikes,Spikes,Púas,ground,status,,,20,,unknown,0,0,0,0,0,0,1,The user lays a trap of spikes at the feet of the opposing team. The spikes will damage opposing Pokémon that switch into battle.,Esparce púas en el equipo rival. Las púas hieren a los Pokémon rivales que entran en combate.,The user lays a trap of spikes at the feet of the opposing team. The spikes will damage opposing Pokémon that switch into battle.,Esparce púas en el equipo rival. Las púas hieren a los Pokémon rivales que entran en combate.,championslab
spiky_shield,Spiky Shield,Barrera Espinosa,grass,status,,,10,,unknown,0,0,0,0,0,0,1,"In addition to protecting the user from attacks, this move also damages any attacker that makes direct contact.","Evita el ataque de su oponente y, al mismo tiempo, le inflige daño si ha entrado en contacto con él.","In addition to protecting the user from attacks, this move also damages any attacker that makes direct contact.","Evita el ataque de su oponente y, al mismo tiempo, le inflige daño si ha entrado en contacto con él.",championslab
spirit_shackle,Spirit Shackle,Puntada Sombría,ghost,physical,90,100,10,,unknown,0,0,0,0,0,0,0,The user attacks while simultaneously stitching the target's shadow to the ground to prevent the target from fleeing.,"Ataca al oponente y, al mismo tiempo, fija su sombra al terreno, impidiendo su huida.",The user attacks while simultaneously stitching the target's shadow to the ground to prevent the target from fleeing.,"Ataca al oponente y, al mismo tiempo, fija su sombra al terreno, impidiendo su huida.",championslab
spit_up,Spit Up,Escupir,normal,special,,100,20,,unknown,0,0,0,0,0,0,0,The higher the user's Stockpiling level the greater this move's power (ranging between 100 and 300). This move fails unless the user has the Stockpiling status.,Libera de una vez la energía acumulada con Reserva.,The higher the user's Stockpiling level the greater this move's power (ranging between 100 and 300). This move fails unless the user has the Stockpiling status.,Libera de una vez la energía acumulada con Reserva.,championslab
spite,Spite,Rencor,ghost,status,,100,10,,unknown,0,0,0,0,0,0,1,The user unleashes its grudge on the move last used by the target by cutting 4 PP from it.,Da rienda suelta a su rencor para reducir cuatro PP del último movimiento usado por el objetivo.,The user unleashes its grudge on the move last used by the target by cutting 4 PP from it.,Da rienda suelta a su rencor para reducir cuatro PP del último movimiento usado por el objetivo.,championslab
splash,Splash,Salpicadura,normal,status,,,40,,unknown,0,0,0,0,0,0,1,The user just flops and splashes around to no effect at all...,No tiene ningún efecto. Solo salpica.,The user just flops and splashes around to no effect at all...,No tiene ningún efecto. Solo salpica.,championslab
stealth_rock,Stealth Rock,Trampa Rocas,rock,status,,,20,,unknown,0,0,0,0,0,0,1,The user lays a trap of levitating stones around the opposing team. The trap damages opposing Pokémon that switch into battle.,Una trampa de rocas que flota en el aire y daña a los objetivos que entran en combate.,The user lays a trap of levitating stones around the opposing team. The trap damages opposing Pokémon that switch into battle.,Una trampa de rocas que flota en el aire y daña a los objetivos que entran en combate.,championslab
steel_beam,Steel Beam,Metaláser,steel,special,140,95,5,,unknown,0,0,0,0,0,0,0,The user fires a beam of steel that it collected from its entire body. This also damages the user.,Utiliza el acero de su cuerpo para disparar un potente rayo. También hiere al agresor.,The user fires a beam of steel that it collected from its entire body. This also damages the user.,Utiliza el acero de su cuerpo para disparar un potente rayo. También hiere al agresor.,championslab
steel_roller,Steel Roller,Allanador Férreo,steel,physical,130,100,5,,unknown,0,0,0,0,0,0,0,Removes any terrain. This move fails if there is no terrain on the field.,"El usuario lanza su ataque y destruye el campo activo en el terreno de combate, y falla si no hay ninguno en ese momento.",Removes any terrain. This move fails if there is no terrain on the field.,"El usuario lanza su ataque y destruye el campo activo en el terreno de combate, y falla si no hay ninguno en ese momento.",championslab
steel_wing,Steel Wing,Ala de Acero,steel,physical,70,90,25,,unknown,0,0,0,0,0,0,0,The target is hit with wings of steel. This may also boost the user's Defense stat.,Alas macizas que golpean al objetivo y pueden subir la Defensa del usuario.,The target is hit with wings of steel. This may also boost the user's Defense stat.,Alas macizas que golpean al objetivo y pueden subir la Defensa del usuario.,championslab
sticky_web,Sticky Web,Red Viscosa,bug,status,0,,20,,unknown,0,0,0,0,0,0,1,"The user weaves a sticky net around the opposing team, which lowers their Speed stat upon switching into battle.","Coloca una red pegajosa alrededor del equipo rival, haciendo que baje la Velocidad de cualquier Pokémon adversario que entre al combate.","The user weaves a sticky net around the opposing team, which lowers their Speed stat upon switching into battle.","Coloca una red pegajosa alrededor del equipo rival, haciendo que baje la Velocidad de cualquier Pokémon adversario que entre al combate.",championslab
stockpile,Stockpile,Reserva,normal,status,0,,20,,unknown,0,0,0,0,0,0,1,Charges up power for up to 3 turns.,Acumula energía y sube la Defensa y la Defensa Especial. Puede utilizarse hasta tres veces.,Charges up power for up to 3 turns.,Acumula energía y sube la Defensa y la Defensa Especial. Puede utilizarse hasta tres veces.,championslab
stomp,Stomp,Pisotón,normal,physical,65,100,20,,unknown,0,0,0,0,0,0,0,The user attacks by stomping on the target with a big foot. This may also make the target flinch.,Tremendo pisotón que puede hacer retroceder al objetivo.,The user attacks by stomping on the target with a big foot. This may also make the target flinch.,Tremendo pisotón que puede hacer retroceder al objetivo.,championslab
stomping_tantrum,Stomping Tantrum,Pataleta,ground,physical,75,100,10,,unknown,0,0,0,0,0,0,0,"Driven by frustration, the user attacks the target. This move's power is doubled if the user's previous move failed.",Usa la frustración como revulsivo para atacar. La potencia de Pataleta se duplica si el usuario ha fallado el último movimiento usado.,"Driven by frustration, the user attacks the target. This move's power is doubled if the user's previous move failed.",Usa la frustración como revulsivo para atacar. La potencia de Pataleta se duplica si el usuario ha fallado el último movimiento usado.,championslab
stone_axe,Stone Axe,Stone Axe,rock,physical,65,90,15,,unknown,0,0,0,0,0,0,0,The user swings its stone axes at the target. Stone splinters left behind by this attack float around the target.,,The user swings its stone axes at the target. Stone splinters left behind by this attack float around the target.,,championslab
stone_edge,Stone Edge,Roca Afilada,rock,physical,100,80,5,,unknown,0,0,0,0,0,0,0,The user stabs the target with sharpened stones. This move has a heightened chance of landing a critical hit.,Clava piedras muy afiladas al objetivo. Suele ser crítico.,The user stabs the target with sharpened stones. This move has a heightened chance of landing a critical hit.,Clava piedras muy afiladas al objetivo. Suele ser crítico.,championslab
stored_power,Stored Power,Poder Reserva,psychic,special,20,100,10,,unknown,0,0,0,0,0,0,0,"The user attacks the target with stored power. The more the user's stats are boosted, the greater the move's power.","Acumula poder para golpear. Cuanto más suban las características del usuario, mayor será el daño.","The user attacks the target with stored power. The more the user's stats are boosted, the greater the move's power.","Acumula poder para golpear. Cuanto más suban las características del usuario, mayor será el daño.",championslab
storm_throw,Storm Throw,Llave Corsé,fighting,physical,60,100,15,,unknown,0,0,0,0,0,0,0,Always a critical hit.,Lanza un golpe fulminante. Siempre resulta en un golpe crítico.,Always a critical hit.,Lanza un golpe fulminante. Siempre resulta en un golpe crítico.,championslab
strength_sap,Strength Sap,Absorbefuerza,grass,status,,100,10,,unknown,0,0,0,0,0,0,1,The user restores its own HP by the same amount as the target's Attack stat. It then lowers the target's Attack stat.,"Restaura una cantidad de PS equivalente al valor de Ataque del rival, que además verá reducida esta característica.",The user restores its own HP by the same amount as the target's Attack stat. It then lowers the target's Attack stat.,"Restaura una cantidad de PS equivalente al valor de Ataque del rival, que además verá reducida esta característica.",championslab
string_shot,String Shot,Disparo Demora,bug,status,,95,40,,unknown,0,0,0,0,0,0,1,The user blows silk from its mouth that binds opposing Pokémon and harshly lowers their Speed stats.,Lanza seda a los rivales y reduce mucho su Velocidad.,The user blows silk from its mouth that binds opposing Pokémon and harshly lowers their Speed stats.,Lanza seda a los rivales y reduce mucho su Velocidad.,championslab
struggle_bug,Struggle Bug,Estoicismo,bug,special,50,100,20,,unknown,0,0,0,0,0,0,0,The user attacks by struggling against opposing Pokémon. This also lowers their Sp. Atk stats.,El usuario opone resistencia y ataca a los oponentes. También reduce su Ataque Especial.,The user attacks by struggling against opposing Pokémon. This also lowers their Sp. Atk stats.,El usuario opone resistencia y ataca a los oponentes. También reduce su Ataque Especial.,championslab
stuff_cheeks,Stuff Cheeks,Atiborramiento,normal,status,,,20,,unknown,0,0,0,0,0,0,1,The user eats its held Berry and boosts its Defense stat by 2 stages. This move can't be used if the user is not holding a Berry.,El usuario ingiere la baya que lleva equipada para aumentar mucho su Defensa.,The user eats its held Berry and boosts its Defense stat by 2 stages. This move can't be used if the user is not holding a Berry.,El usuario ingiere la baya que lleva equipada para aumentar mucho su Defensa.,championslab
stun_spore,Stun Spore,Paralizador,grass,status,,75,30,,unknown,0,0,0,0,0,0,1,The user scatters a cloud of numbing powder that paralyzes the target.,Esparce polvo que paraliza al objetivo.,The user scatters a cloud of numbing powder that paralyzes the target.,Esparce polvo que paraliza al objetivo.,championslab
substitute,Substitute,Sustituto,normal,status,,,10,,unknown,0,0,0,0,0,0,1,The user creates a substitute for itself using some of its own HP. The substitute serves as the user's decoy.,Utiliza parte de los PS propios para crear un sustituto que actúa como señuelo.,The user creates a substitute for itself using some of its own HP. The substitute serves as the user's decoy.,Utiliza parte de los PS propios para crear un sustituto que actúa como señuelo.,championslab
sucker_punch,Sucker Punch,Golpe Bajo,dark,physical,70,100,5,,unknown,0,0,0,0,0,0,0,This move enables the user to attack first. This move fails if the target is not readying an attack.,Permite atacar primero. Falla si el objetivo no está preparando ningún ataque.,This move enables the user to attack first. This move fails if the target is not readying an attack.,Permite atacar primero. Falla si el objetivo no está preparando ningún ataque.,championslab
sunny_day,Sunny Day,Día Soleado,fire,status,,,5,,unknown,0,0,0,0,0,0,1,"The user intensifies the sun for five turns, powering up Fire-type attacks. The sunlight also lowers the power of Water-type attacks.","Quien lo usa intensifica el efecto del sol durante cinco turnos, lo que potencia los movimientos de tipo Fuego.","The user intensifies the sun for five turns, powering up Fire-type attacks. The sunlight also lowers the power of Water-type attacks.","Quien lo usa intensifica el efecto del sol durante cinco turnos, lo que potencia los movimientos de tipo Fuego.",championslab
super_fang,Super Fang,Superdiente,normal,physical,,90,10,,unknown,0,0,0,0,0,0,0,The user chomps hard on the target with its sharp front fangs. This cuts the target's HP in half.,Finos colmillos que reducen a la mitad los PS del objetivo.,The user chomps hard on the target with its sharp front fangs. This cuts the target's HP in half.,Finos colmillos que reducen a la mitad los PS del objetivo.,championslab
supercell_slam,Supercell Slam,Plancha Voltaica,electric,physical,100,95,15,,unknown,0,0,0,0,0,0,0,"The user electrifies its body and drops onto the target to inflict damage. If this move misses, the user takes damage instead.",,"The user electrifies its body and drops onto the target to inflict damage. If this move misses, the user takes damage instead.",,championslab
superpower,Superpower,Fuerza Bruta,fighting,physical,120,100,5,,unknown,0,0,0,0,0,0,0,Lowers the user's Attack and Defense stats by 1 stage.,"Ataque de gran potencia, pero que reduce el Ataque y la Defensa del agresor.",Lowers the user's Attack and Defense stats by 1 stage.,"Ataque de gran potencia, pero que reduce el Ataque y la Defensa del agresor.",championslab
surf,Surf,Surf,water,special,90,100,15,,unknown,0,0,0,0,0,0,0,The user attacks everything around it by swamping its surroundings with a giant wave.,Inunda el campo de batalla con una ola gigante. Fuera de batalla sirve para moverse sobre el agua.,The user attacks everything around it by swamping its surroundings with a giant wave.,Inunda el campo de batalla con una ola gigante. Fuera de batalla sirve para moverse sobre el agua.,championslab
swagger,Swagger,Contoneo,normal,status,,85,20,,unknown,0,0,0,0,0,0,1,Boosts the target's Attack stat by 2 stages and confuses it.,"Provoca confusión en el objetivo, pero también sube mucho su Ataque.",Boosts the target's Attack stat by 2 stages and confuses it.,"Provoca confusión en el objetivo, pero también sube mucho su Ataque.",championslab
swallow,Swallow,Tragar,normal,status,,,20,,unknown,0,0,0,0,0,0,1,"The higher the user's Stockpiling level the more HP the user restores. Level 1
 1/4 of the user's max HP is restored. Level 2
 1/2 of the user's max HP is restored. Level 3
 The user's HP is fully restored. This move fails unless the user has the Stockpiling status.",Absorbe la energía acumulada con Reserva y restaura PS.,"The higher the user's Stockpiling level the more HP the user restores. Level 1
 1/4 of the user's max HP is restored. Level 2
 1/2 of the user's max HP is restored. Level 3
 The user's HP is fully restored. This move fails unless the user has the Stockpiling status.",Absorbe la energía acumulada con Reserva y restaura PS.,championslab
sweet_kiss,Sweet Kiss,Beso Dulce,fairy,status,,75,10,,unknown,0,0,0,0,0,0,1,"The user kisses the target with a sweet, angelic cuteness that causes confusion.",Da un beso con tal dulzura que causa confusión.,"The user kisses the target with a sweet, angelic cuteness that causes confusion.",Da un beso con tal dulzura que causa confusión.,championslab
sweet_scent,Sweet Scent,Dulce Aroma,normal,status,,100,20,,unknown,0,0,0,0,0,0,1,The user releases a scent that harshly lowers opposing Pokémon's evasiveness.,"Un dulce aroma engatusa al objetivo, por lo que se reduce mucho su Evasión. En la hierba alta sirve para atraer a Pokémon salvajes.",The user releases a scent that harshly lowers opposing Pokémon's evasiveness.,"Un dulce aroma engatusa al objetivo, por lo que se reduce mucho su Evasión. En la hierba alta sirve para atraer a Pokémon salvajes.",championslab
swift,Swift,Rapidez,normal,special,60,,20,,unknown,0,0,0,0,0,0,0,Star-shaped rays are shot at opposing Pokémon. This attack never misses.,Lanza rayos en forma de estrella que no fallan nunca.,Star-shaped rays are shot at opposing Pokémon. This attack never misses.,Lanza rayos en forma de estrella que no fallan nunca.,championslab
switcheroo,Switcheroo,Trapicheo,dark,status,,100,20,,unknown,0,0,0,0,0,0,1,The user and the target swap their held items.,Intercambia con el objetivo los objetos que llevan tan rápido que es imposible verlo a simple vista.,The user and the target swap their held items.,Intercambia con el objetivo los objetos que llevan tan rápido que es imposible verlo a simple vista.,championslab
swords_dance,Swords Dance,Danza Espada,normal,status,,,20,,unknown,0,0,0,0,0,0,1,A frenetic dance to uplift the fighting spirit. This sharply boosts the user's Attack stat.,Baile frenético que aumenta mucho el Ataque.,A frenetic dance to uplift the fighting spirit. This sharply boosts the user's Attack stat.,Baile frenético que aumenta mucho el Ataque.,championslab
synthesis,Synthesis,Síntesis,grass,status,,,5,,unknown,0,0,0,0,0,0,1,The user restores its own HP. The amount of HP regained varies with the weather.,Restaura PS del usuario. La cantidad varía según el tiempo que haga.,The user restores its own HP. The amount of HP regained varies with the weather.,Restaura PS del usuario. La cantidad varía según el tiempo que haga.,championslab
syrup_bomb,Syrup Bomb,Syrup Bomb,grass,special,60,85,10,,unknown,0,0,0,0,0,0,0,"The user sets off an explosion of sticky candy syrup, which coats the target and causes the target's Speed stat to drop each turn for three turns.",,"The user sets off an explosion of sticky candy syrup, which coats the target and causes the target's Speed stat to drop each turn for three turns.",,championslab
tackle,Tackle,Placaje,normal,physical,40,100,35,,unknown,0,0,0,0,0,0,0,A physical attack in which the user charges and slams into the target with its whole body.,Embiste con todo el cuerpo.,A physical attack in which the user charges and slams into the target with its whole body.,Embiste con todo el cuerpo.,championslab
tail_slap,Tail Slap,Plumerazo,normal,physical,25,85,10,,unknown,0,0,0,0,0,0,0,The user attacks by striking the target with its hard tail. This move hits two to five times in a row.,Golpea con la cola u otras partes de su cuerpo de dos a cinco veces seguidas.,The user attacks by striking the target with its hard tail. This move hits two to five times in a row.,Golpea con la cola u otras partes de su cuerpo de dos a cinco veces seguidas.,championslab
tailwind,Tailwind,Viento Afín,flying,status,,,15,,unknown,0,0,0,0,0,0,1,The user whips up a turbulent whirlwind that boosts the Speed stats of itself and its allies for four turns.,Crea un fuerte remolino que aumenta la Velocidad de los Pokémon de tu equipo durante cuatro turnos.,The user whips up a turbulent whirlwind that boosts the Speed stats of itself and its allies for four turns.,Crea un fuerte remolino que aumenta la Velocidad de los Pokémon de tu equipo durante cuatro turnos.,championslab
take_down,Take Down,Derribo,normal,physical,90,85,20,,unknown,0,0,0,0,0,0,0,A reckless full-body charge attack for slamming into the target. This also damages the user a little.,Carga desmedida que también hiere al agresor.,A reckless full-body charge attack for slamming into the target. This also damages the user a little.,Carga desmedida que también hiere al agresor.,championslab
taunt,Taunt,Mofa,dark,status,,100,20,,unknown,0,0,0,0,0,0,1,The target is taunted into a rage that allows it to use only attack moves for three turns.,Enfurece al objetivo para que solo use movimientos de ataque durante tres turnos.,The target is taunted into a rage that allows it to use only attack moves for three turns.,Enfurece al objetivo para que solo use movimientos de ataque durante tres turnos.,championslab
tearful_look,Tearful Look,Ojos Llorosos,normal,status,,,20,,unknown,0,0,0,0,0,0,1,Lowers the target's Attack and Sp. Atk stats by 1 stage. This move ignores the target's evasiveness and can hit a target using a move such as Protect.,Mira al objetivo con ojos llorosos para hacerle perder su espíritu combativo y reduce su Ataque y Ataque Especial.,Lowers the target's Attack and Sp. Atk stats by 1 stage. This move ignores the target's evasiveness and can hit a target using a move such as Protect.,Mira al objetivo con ojos llorosos para hacerle perder su espíritu combativo y reduce su Ataque y Ataque Especial.,championslab
teatime,Teatime,Hora del Té,normal,status,,,20,,unknown,0,0,0,0,0,0,1,Causes all Pokémon on the field to eat their held Berries.,"El usuario invita a tomar el té a todos los presentes en el terreno de combate, lo que hace que ingieran las bayas que lleven equipadas.",Causes all Pokémon on the field to eat their held Berries.,"El usuario invita a tomar el té a todos los presentes en el terreno de combate, lo que hace que ingieran las bayas que lleven equipadas.",championslab
teeter_dance,Teeter Dance,Danza Caos,normal,status,,100,20,,unknown,0,0,0,0,0,0,1,Confuses all other Pokémon on the field.,Danza histérica que confunde a los Pokémon que están alrededor del usuario.,Confuses all other Pokémon on the field.,Danza histérica que confunde a los Pokémon que están alrededor del usuario.,championslab
temper_flare,Temper Flare,Cólera Ardiente,fire,physical,75,100,10,,unknown,0,0,0,0,0,0,0,"Spurred by desperation, the user attacks the target. This move's power is doubled if the user's previous move failed.",,"Spurred by desperation, the user attacks the target. This move's power is doubled if the user's previous move failed.",,championslab
terrain_pulse,Terrain Pulse,Pulso de Campo,normal,special,50,100,10,,unknown,0,0,0,0,0,0,0,The user utilizes the energy of the terrain to attack. This move’s type and power change depending on the terrain at the time the move is used.,"El usuario ataca aprovechando la energía del campo activo, que determina tanto el tipo como la potencia del movimiento.",The user utilizes the energy of the terrain to attack. This move’s type and power change depending on the terrain at the time the move is used.,"El usuario ataca aprovechando la energía del campo activo, que determina tanto el tipo como la potencia del movimiento.",championslab
thief,Thief,Ladrón,dark,physical,60,100,25,,unknown,0,0,0,0,0,0,0,The user attacks and steals the target's held item simultaneously. The user can't steal anything if it already holds an item.,"Ataca y le quita al objetivo el objeto que lleve. Si el agresor lleva un objeto, no robará el del objetivo.",The user attacks and steals the target's held item simultaneously. The user can't steal anything if it already holds an item.,"Ataca y le quita al objetivo el objeto que lleve. Si el agresor lleva un objeto, no robará el del objetivo.",championslab
thrash,Thrash,Golpe,normal,physical,120,100,10,,unknown,0,0,0,0,0,0,0,The user rampages and attacks for two to three turns. The user then becomes confused.,Ataca de dos a tres turnos y acaba confundiendo al agresor.,The user rampages and attacks for two to three turns. The user then becomes confused.,Ataca de dos a tres turnos y acaba confundiendo al agresor.,championslab
throat_chop,Throat Chop,Golpe Mordaza,dark,physical,80,100,15,,unknown,0,0,0,0,0,0,0,"The user attacks the target's throat, and the resultant suffering prevents the target from using sound-based moves for two turns.",Inflige al rival un dolor tan abrumador que le impide utilizar durante dos turnos ataques que se sirven del sonido.,"The user attacks the target's throat, and the resultant suffering prevents the target from using sound-based moves for two turns.",Inflige al rival un dolor tan abrumador que le impide utilizar durante dos turnos ataques que se sirven del sonido.,championslab
thunder,Thunder,Trueno,electric,special,110,70,10,,unknown,0,0,0,0,0,0,0,A wicked thunderbolt is dropped on the target to inflict damage. This may also leave the target with paralysis.,Un poderoso rayo que daña al objetivo y puede paralizarlo.,A wicked thunderbolt is dropped on the target to inflict damage. This may also leave the target with paralysis.,Un poderoso rayo que daña al objetivo y puede paralizarlo.,championslab
thunder_fang,Thunder Fang,Colmillo Rayo,electric,physical,65,95,15,,unknown,0,0,0,0,1,0,0,Has a 10% chance of paralyzing the target and a 10% chance of making the target flinch.,Usa colmillos electrificados para morder. Puede hacer que el objetivo retroceda o se paralice.,Has a 10% chance of paralyzing the target and a 10% chance of making the target flinch.,Usa colmillos electrificados para morder. Puede hacer que el objetivo retroceda o se paralice.,championslab
thunder_punch,Thunder Punch,Puño Trueno,electric,physical,75,100,15,,unknown,0,0,0,1,0,0,0,The target is attacked with an electrified punch. This may also leave the target with paralysis.,Puñetazo eléctrico. Puede paralizar.,The target is attacked with an electrified punch. This may also leave the target with paralysis.,Puñetazo eléctrico. Puede paralizar.,championslab
thunder_wave,Thunder Wave,Onda Trueno,electric,status,,90,20,,unknown,0,0,0,0,0,0,1,The user launches a weak jolt of electricity that paralyzes the target.,Una ligera descarga que paraliza al objetivo si lo alcanza.,The user launches a weak jolt of electricity that paralyzes the target.,Una ligera descarga que paraliza al objetivo si lo alcanza.,championslab
thunderbolt,Thunderbolt,Rayo,electric,special,90,100,15,,unknown,0,0,0,0,0,0,0,The user attacks the target with a strong electric blast. This may also leave the target with paralysis.,Potente ataque eléctrico que puede paralizar al objetivo.,The user attacks the target with a strong electric blast. This may also leave the target with paralysis.,Potente ataque eléctrico que puede paralizar al objetivo.,championslab
tickle,Tickle,Cosquillas,normal,status,,100,20,,unknown,0,0,0,0,0,0,1,Lowers the target's Attack and Defense stats by 1 stage.,Hace reír al objetivo para bajar su Ataque y Defensa.,Lowers the target's Attack and Defense stats by 1 stage.,Hace reír al objetivo para bajar su Ataque y Defensa.,championslab
tidy_up,Tidy Up,Tidy Up,normal,status,0,,10,,unknown,0,0,0,0,0,0,1,"The user tidies up and removes the effects of Spikes, Stealth Rock, Sticky Web, Toxic Spikes, and Substitute. This also boosts the user’s Attack and Speed stats.",,"The user tidies up and removes the effects of Spikes, Stealth Rock, Sticky Web, Toxic Spikes, and Substitute. This also boosts the user’s Attack and Speed stats.",,championslab
torch_song,Torch Song,Torch Song,fire,special,80,100,10,,unknown,0,0,0,0,0,0,0,"The user blows out raging flames as if singing a song, scorching the target. This also boosts the user's Sp. Atk stat.",,"The user blows out raging flames as if singing a song, scorching the target. This also boosts the user's Sp. Atk stat.",,championslab
torment,Torment,Tormento,dark,status,,100,15,,unknown,0,0,0,0,0,0,1,"The user torments and enrages the target, making it incapable of using the same move twice in a row.","Atormenta y enfurece al objetivo, que no puede usar dos veces seguidas el mismo movimiento.","The user torments and enrages the target, making it incapable of using the same move twice in a row.","Atormenta y enfurece al objetivo, que no puede usar dos veces seguidas el mismo movimiento.",championslab
toxic,Toxic,Tóxico,poison,status,,90,10,,unknown,0,0,0,0,0,0,1,A move that leaves the target badly poisoned. Its poison damage worsens every turn.,Envenena gravemente al objetivo y causa un daño mayor en cada turno.,A move that leaves the target badly poisoned. Its poison damage worsens every turn.,Envenena gravemente al objetivo y causa un daño mayor en cada turno.,championslab
