move_key,name_en,confirmed_user_count,inferred_user_count,move_pool_user_count,observed_set_user_count,users
hyper_beam,Hyper Beam,197,0,197,0,"Venusaur,Charizard,Blastoise,Beedrill,Pidgeot,Arbok,Raichu,Clefable,Ninetales,Arcanine,Alakazam,Machamp,Victreebel,Slowbro,Gengar,Kangaskhan,Starmie,Pinsir,Tauros,Gyarados,Vaporeon,Jolteon,Flareon,Aerodactyl,Snorlax,Dragonite,Meganium,Typhlosion,Feraligatr,Ariados,Ampharos,Azumarill,Politoed,Espeon,Umbreon,Slowking,Forretress,Steelix,Scizor,Heracross,Skarmory,Houndoom,Tyranitar,Pelipper,Gardevoir,Sableye,Aggron,Medicham,Manectric,Sharpedo,Camerupt,Torkoal,Altaria,Milotic,Banette,Chimecho,Absol,Glalie,Torterra,Infernape,Empoleon,Luxray,Roserade,Rampardos,Bastiodon,Lopunny,Spiritomb,Garchomp,Lucario,Hippowdon,Toxicroak,Abomasnow,Weavile,Rhyperior,Leafeon,Glaceon,Gliscor,Mamoswine,Gallade,Froslass,Rotom,Serperior,Emboar,Samurott,Watchog,Liepard,Simisage,Simisear,Simipour,Excadrill,Audino,Conkeldurr,Whimsicott,Krookodile,Cofagrigus,Garbodor,Zoroark,Reuniclus,Vanilluxe,Chandelure,Beartic,Golurk,Hydreigon,Volcarona,Chesnaught,Delphox,Greninja,Diggersby,Talonflame,Vivillon,Floette,Florges,Pangoro,Meowstic (Meowstic-M),Aegislash,Aromatisse,Slurpuff,Clawitzer,Heliolisk,Tyrantrum,Aurorus,Sylveon,Hawlucha,Dedenne,Goodra,Klefki,Trevenant,Gourgeist,Avalugg,Noivern,Decidueye,Incineroar,Primarina,Toucannon,Crabominable,Toxapex,Mudsdale,Araquanid,Salazzle,Tsareena,Oranguru,Passimian,Mimikyu,Drampa,Kommo-o,Corviknight,Flapple,Appletun,Sandaconda,Polteageist,Hatterene,Mr. Rime,Runerigus,Alcremie,Dragapult,Wyrdeer,Kleavor,Basculegion (Basculegion-M),Sneasler,Meowscarada,Skeledirge,Quaquaval,Maushold,Garganacl,Armarouge,Bellibolt,Scovillain,Espathra,Palafin,Orthworm,Glimmora,Farigiraf,Kingambit,Sinistcha,Archaludon,Hydrapple,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Raichu (Alolan Raichu),Ninetales (Alolan Ninetales),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion),Samurott (Hisuian Samurott),Zoroark (Hisuian Zoroark),Goodra (Hisuian Goodra),Decidueye (Hisuian Decidueye),Avalugg (Hisuian Avalugg),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua)),Meowstic (Meowstic-F),Basculegion (Basculegion-F)"
hyper_voice,Hyper Voice,48,0,48,13,"Clefable,Arcanine,Vaporeon,Jolteon,Flareon,Snorlax,Azumarill,Politoed,Espeon,Umbreon,Houndoom,Gardevoir,Manectric,Altaria,Torterra,Lopunny,Hippowdon,Leafeon,Glaceon,Gallade,Liepard,Audino,Zoroark,Vanilluxe,Hydreigon,Delphox,Pangoro,Furfrou,Heliolisk,Tyrantrum,Aurorus,Sylveon,Noivern,Primarina,Toucannon,Lycanroc,Salazzle,Oranguru,Drampa,Kommo-o,Skeledirge,Maushold,Bellibolt,Espathra,Palafin,Farigiraf,Arcanine (Hisuian Arcanine),Zoroark (Hisuian Zoroark)"
hypnosis,Hypnosis,16,0,16,1,"Ninetales,Gengar,Politoed,Gardevoir,Milotic,Chimecho,Spiritomb,Gallade,Watchog,Delphox,Aromatisse,Gourgeist,Mr. Rime,Wyrdeer,Espathra,Ninetales (Alolan Ninetales)"
ice_beam,Ice Beam,59,0,59,22,"Blastoise,Clefable,Slowbro,Kangaskhan,Starmie,Tauros,Gyarados,Vaporeon,Snorlax,Dragonite,Feraligatr,Azumarill,Politoed,Slowking,Tyranitar,Pelipper,Aggron,Sharpedo,Altaria,Milotic,Castform,Absol,Glalie,Empoleon,Rampardos,Bastiodon,Lopunny,Abomasnow,Weavile,Rhyperior,Glaceon,Mamoswine,Froslass,Samurott,Simipour,Audino,Vanilluxe,Beartic,Golurk,Greninja,Clawitzer,Aurorus,Goodra,Avalugg,Primarina,Crabominable,Toxapex,Araquanid,Drampa,Mr. Rime,Basculegion (Basculegion-M),Palafin,Ninetales (Alolan Ninetales),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Samurott (Hisuian Samurott),Goodra (Hisuian Goodra),Avalugg (Hisuian Avalugg),Basculegion (Basculegion-F)"
ice_fang,Ice Fang,27,0,27,4,"Arbok,Gyarados,Aerodactyl,Feraligatr,Steelix,Tyranitar,Manectric,Sharpedo,Glalie,Luxray,Hippowdon,Rhyperior,Glaceon,Gliscor,Mamoswine,Froslass,Liepard,Beartic,Hydreigon,Furfrou,Tyrantrum,Avalugg,Morpeko,Basculegion (Basculegion-M),Stunfisk (Galarian Stunfisk),Avalugg (Hisuian Avalugg),Basculegion (Basculegion-F)"
ice_hammer,Ice Hammer,3,0,3,1,"Abomasnow,Crabominable,Tinkaton"
ice_punch,Ice Punch,44,0,44,10,"Blastoise,Clefable,Alakazam,Machamp,Slowbro,Gengar,Kangaskhan,Snorlax,Dragonite,Feraligatr,Ampharos,Azumarill,Politoed,Slowking,Tyranitar,Gardevoir,Sableye,Aggron,Medicham,Lopunny,Lucario,Toxicroak,Abomasnow,Weavile,Rhyperior,Gallade,Froslass,Watchog,Simipour,Audino,Conkeldurr,Reuniclus,Beartic,Golurk,Greninja,Diggersby,Pangoro,Crabominable,Kommo-o,Mr. Rime,Garganacl,Palafin,Slowbro (Galarian Slowbro),Slowking (Galarian Slowking)"
ice_shard,Ice Shard,9,0,9,3,"Glalie,Abomasnow,Weavile,Glaceon,Mamoswine,Froslass,Vanilluxe,Mr. Rime,Ninetales (Alolan Ninetales)"
ice_spinner,Ice Spinner,19,0,19,1,"Blastoise,Starmie,Dragonite,Azumarill,Forretress,Glalie,Empoleon,Abomasnow,Weavile,Froslass,Vanilluxe,Aurorus,Avalugg,Primarina,Crabominable,Toxapex,Mr. Rime,Quaquaval,Avalugg (Hisuian Avalugg)"
icicle_crash,Icicle Crash,8,0,8,2,"Glalie,Weavile,Mamoswine,Froslass,Vanilluxe,Beartic,Avalugg,Avalugg (Hisuian Avalugg)"
icicle_spear,Icicle Spear,13,0,13,0,"Glalie,Abomasnow,Weavile,Glaceon,Mamoswine,Froslass,Vanilluxe,Beartic,Aurorus,Avalugg,Crabominable,Mr. Rime,Ninetales (Alolan Ninetales)"
icy_wind,Icy Wind,63,0,63,9,"Clefable,Slowbro,Gengar,Kangaskhan,Starmie,Tauros,Gyarados,Vaporeon,Snorlax,Dragonite,Feraligatr,Azumarill,Politoed,Slowking,Skarmory,Tyranitar,Pelipper,Gardevoir,Sableye,Aggron,Sharpedo,Milotic,Castform,Banette,Chimecho,Absol,Glalie,Empoleon,Spiritomb,Toxicroak,Abomasnow,Weavile,Rhyperior,Glaceon,Mamoswine,Gallade,Froslass,Samurott,Simipour,Audino,Vanilluxe,Beartic,Golurk,Greninja,Clawitzer,Aurorus,Avalugg,Primarina,Crabominable,Toxapex,Araquanid,Drampa,Mr. Rime,Basculegion (Basculegion-M),Quaquaval,Palafin,Ninetales (Alolan Ninetales),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Samurott (Hisuian Samurott),Zoroark (Hisuian Zoroark),Avalugg (Hisuian Avalugg),Basculegion (Basculegion-F)"
imprison,Imprison,41,0,41,1,"Clefable,Ninetales,Alakazam,Slowbro,Gengar,Espeon,Slowking,Gardevoir,Sableye,Medicham,Milotic,Banette,Chimecho,Spiritomb,Gallade,Froslass,Cofagrigus,Zoroark,Reuniclus,Vanilluxe,Chandelure,Golurk,Delphox,Meowstic (Meowstic-M),Klefki,Trevenant,Gourgeist,Decidueye,Oranguru,Polteageist,Hatterene,Runerigus,Alcremie,Wyrdeer,Skeledirge,Farigiraf,Sinistcha,Ninetales (Alolan Ninetales),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Zoroark (Hisuian Zoroark)"
infernal_parade,Infernal Parade,1,0,1,1,Typhlosion (Hisuian Typhlosion)
inferno,Inferno,7,0,7,0,"Charizard,Ninetales,Typhlosion,Houndoom,Torkoal,Chandelure,Typhlosion (Hisuian Typhlosion)"
infestation,Infestation,5,0,5,1,"Ariados,Toxapex,Araquanid,Dragapult,Hydrapple"
ingrain,Ingrain,7,0,7,0,"Venusaur,Victreebel,Meganium,Roserade,Abomasnow,Trevenant,Scovillain"
instruct,Instruct,1,0,1,1,Oranguru
iron_defense,Iron Defense,55,0,55,9,"Blastoise,Beedrill,Slowbro,Pinsir,Slowking,Forretress,Steelix,Scizor,Heracross,Skarmory,Tyranitar,Aggron,Torkoal,Torterra,Empoleon,Bastiodon,Lucario,Rhyperior,Excadrill,Cofagrigus,Reuniclus,Vanilluxe,Golurk,Chesnaught,Vivillon,Aegislash,Tyrantrum,Aurorus,Klefki,Avalugg,Crabominable,Lycanroc,Toxapex,Mudsdale,Araquanid,Kommo-o,Corviknight,Flapple,Appletun,Sandaconda,Mr. Rime,Runerigus,Garganacl,Armarouge,Ceruledge,Orthworm,Glimmora,Kingambit,Sinistcha,Archaludon,Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Stunfisk (Galarian Stunfisk),Goodra (Hisuian Goodra),Avalugg (Hisuian Avalugg)"
iron_head,Iron Head,59,0,59,13,"Blastoise,Arcanine,Tauros,Gyarados,Aerodactyl,Snorlax,Dragonite,Typhlosion,Forretress,Steelix,Scizor,Skarmory,Tyranitar,Aggron,Camerupt,Milotic,Glalie,Torterra,Rampardos,Bastiodon,Garchomp,Hippowdon,Rhyperior,Mamoswine,Emboar,Excadrill,Krookodile,Golurk,Chesnaught,Diggersby,Pangoro,Aegislash,Tyrantrum,Aurorus,Hawlucha,Avalugg,Incineroar,Crabominable,Lycanroc,Mudsdale,Passimian,Kommo-o,Corviknight,Appletun,Sandaconda,Garganacl,Ceruledge,Palafin,Orthworm,Farigiraf,Kingambit,Archaludon,Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion),Goodra (Hisuian Goodra),Avalugg (Hisuian Avalugg),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua))"
iron_tail,Iron Tail,74,0,74,2,"Charizard,Blastoise,Arbok,Pikachu,Raichu,Ninetales,Arcanine,Alakazam,Slowbro,Kangaskhan,Tauros,Gyarados,Vaporeon,Aerodactyl,Dragonite,Meganium,Feraligatr,Ampharos,Azumarill,Slowking,Steelix,Houndoom,Tyranitar,Aggron,Manectric,Milotic,Absol,Infernape,Luxray,Rampardos,Bastiodon,Lopunny,Garchomp,Lucario,Abomasnow,Rhyperior,Gliscor,Serperior,Emboar,Samurott,Watchog,Liepard,Simisage,Simisear,Simipour,Audino,Krookodile,Emolga,Hydreigon,Chesnaught,Delphox,Diggersby,Furfrou,Meowstic (Meowstic-M),Heliolisk,Tyrantrum,Aurorus,Dedenne,Goodra,Noivern,Primarina,Lycanroc,Salazzle,Passimian,Kommo-o,Orthworm,Raichu (Alolan Raichu),Ninetales (Alolan Ninetales),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Arcanine (Hisuian Arcanine),Samurott (Hisuian Samurott),Goodra (Hisuian Goodra),Meowstic (Meowstic-F)"
jet_punch,Jet Punch,1,0,1,1,Palafin
kings_shield,King's Shield,1,0,1,1,Aegislash
knock_off,Knock Off,58,0,58,19,"Venusaur,Beedrill,Arbok,Pikachu,Raichu,Clefable,Machamp,Victreebel,Gengar,Meganium,Ariados,Azumarill,Scizor,Heracross,Tyranitar,Pelipper,Gardevoir,Sableye,Banette,Chimecho,Absol,Infernape,Empoleon,Toxicroak,Weavile,Leafeon,Gliscor,Mamoswine,Gallade,Serperior,Emboar,Samurott,Liepard,Conkeldurr,Krookodile,Zoroark,Reuniclus,Golurk,Chesnaught,Pangoro,Goodra,Trevenant,Decidueye,Toucannon,Crabominable,Salazzle,Tsareena,Oranguru,Passimian,Morpeko,Meowscarada,Quaquaval,Tinkaton,Raichu (Alolan Raichu),Samurott (Hisuian Samurott),Zoroark (Hisuian Zoroark),Goodra (Hisuian Goodra),Decidueye (Hisuian Decidueye)"
kowtow_cleave,Kowtow Cleave,1,0,1,1,Kingambit
laser_focus,Laser Focus,1,0,1,0,Tsareena
lash_out,Lash Out,38,0,38,0,"Arbok,Tauros,Gyarados,Feraligatr,Umbreon,Houndoom,Tyranitar,Sableye,Camerupt,Banette,Infernape,Empoleon,Spiritomb,Toxicroak,Weavile,Liepard,Krookodile,Zoroark,Chandelure,Stunfisk,Hydreigon,Pangoro,Tyrantrum,Trevenant,Incineroar,Mudsdale,Drampa,Morpeko,Sneasler,Meowscarada,Scovillain,Kingambit,Stunfisk (Galarian Stunfisk),Samurott (Hisuian Samurott),Zoroark (Hisuian Zoroark),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua))"
last_resort,Last Resort,20,0,20,0,"Kangaskhan,Vaporeon,Jolteon,Flareon,Snorlax,Espeon,Umbreon,Leafeon,Glaceon,Audino,Furfrou,Sylveon,Klefki,Lycanroc,Oranguru,Sandaconda,Alcremie,Dragapult,Quaquaval,Espathra"
last_respects,Last Respects,2,0,2,1,"Basculegion (Basculegion-M),Basculegion (Basculegion-F)"
lava_plume,Lava Plume,7,0,7,0,"Flareon,Typhlosion,Camerupt,Torkoal,Armarouge,Ceruledge,Typhlosion (Hisuian Typhlosion)"
leaf_blade,Leaf Blade,7,0,7,4,"Victreebel,Meganium,Leafeon,Gallade,Serperior,Decidueye,Decidueye (Hisuian Decidueye)"
leaf_storm,Leaf Storm,21,0,21,7,"Venusaur,Victreebel,Meganium,Torterra,Roserade,Abomasnow,Leafeon,Serperior,Simisage,Chesnaught,Trevenant,Decidueye,Tsareena,Flapple,Appletun,Meowscarada,Scovillain,Sinistcha,Hydrapple,Rotom (Mow Rotom),Decidueye (Hisuian Decidueye)"
leech_life,Leech Life,9,0,9,1,"Arbok,Victreebel,Ariados,Volcarona,Noivern,Incineroar,Araquanid,Salazzle,Mimikyu"
leech_seed,Leech Seed,16,0,16,3,"Venusaur,Meganium,Torterra,Roserade,Abomasnow,Leafeon,Serperior,Simisage,Whimsicott,Chesnaught,Trevenant,Gourgeist,Flapple,Appletun,Meowscarada,Scovillain"
leer,Leer,1,0,1,0,Watchog
life_dew,Life Dew,12,0,12,1,"Blastoise,Clefable,Gardevoir,Milotic,Roserade,Lucario,Gallade,Audino,Goodra,Primarina,Hatterene,Sinistcha"
light_of_ruin,Light of Ruin,1,0,1,0,Floette
light_screen,Light Screen,85,0,85,4,"Venusaur,Pikachu,Raichu,Clefable,Alakazam,Machamp,Slowbro,Starmie,Jolteon,Dragonite,Meganium,Ampharos,Azumarill,Espeon,Umbreon,Slowking,Forretress,Scizor,Gardevoir,Sableye,Medicham,Manectric,Milotic,Chimecho,Glalie,Torterra,Luxray,Gallade,Froslass,Rotom,Serperior,Watchog,Audino,Whimsicott,Reuniclus,Vanilluxe,Emolga,Volcarona,Delphox,Vivillon,Floette,Florges,Meowstic (Meowstic-M),Aromatisse,Slurpuff,Heliolisk,Aurorus,Sylveon,Dedenne,Klefki,Gourgeist,Decidueye,Primarina,Toxapex,Tsareena,Oranguru,Mimikyu,Drampa,Corviknight,Appletun,Polteageist,Hatterene,Mr. Rime,Alcremie,Dragapult,Wyrdeer,Kleavor,Armarouge,Ceruledge,Bellibolt,Espathra,Tinkaton,Glimmora,Farigiraf,Archaludon,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Raichu (Alolan Raichu),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Decidueye (Hisuian Decidueye),Meowstic (Meowstic-F)"
liquidation,Liquidation,29,0,29,6,"Blastoise,Slowbro,Starmie,Vaporeon,Feraligatr,Azumarill,Politoed,Slowking,Pelipper,Sharpedo,Empoleon,Garchomp,Samurott,Simipour,Beartic,Greninja,Clawitzer,Primarina,Crabominable,Toxapex,Araquanid,Basculegion (Basculegion-M),Quaquaval,Palafin,Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Samurott (Hisuian Samurott),Tauros (Paldean Tauros (Aqua)),Basculegion (Basculegion-F)"
lock_on,Lock-On,1,0,1,0,Dragapult
low_kick,Low Kick,52,0,52,4,"Machamp,Kangaskhan,Dragonite,Typhlosion,Feraligatr,Ampharos,Politoed,Heracross,Tyranitar,Sableye,Aggron,Medicham,Infernape,Lopunny,Lucario,Toxicroak,Abomasnow,Weavile,Gallade,Emboar,Simisage,Simisear,Simipour,Audino,Conkeldurr,Krookodile,Zoroark,Beartic,Golurk,Chesnaught,Delphox,Greninja,Diggersby,Pangoro,Heliolisk,Hawlucha,Decidueye,Incineroar,Mudsdale,Tsareena,Passimian,Kommo-o,Sneasler,Meowscarada,Quaquaval,Maushold,Espathra,Farigiraf,Kingambit,Typhlosion (Hisuian Typhlosion),Zoroark (Hisuian Zoroark),Decidueye (Hisuian Decidueye)"
low_sweep,Low Sweep,35,0,35,0,"Politoed,Sableye,Medicham,Infernape,Lopunny,Lucario,Toxicroak,Weavile,Gallade,Emboar,Simisage,Simisear,Simipour,Conkeldurr,Krookodile,Zoroark,Golurk,Chesnaught,Greninja,Pangoro,Heliolisk,Hawlucha,Decidueye,Incineroar,Mudsdale,Tsareena,Passimian,Sneasler,Meowscarada,Quaquaval,Maushold,Kingambit,Slowking (Galarian Slowking),Zoroark (Hisuian Zoroark),Decidueye (Hisuian Decidueye)"
lumina_crash,Lumina Crash,1,0,1,1,Espathra
lunge,Lunge,14,0,14,1,"Beedrill,Victreebel,Pinsir,Ariados,Forretress,Scizor,Heracross,Gliscor,Volcarona,Hawlucha,Toxapex,Araquanid,Wyrdeer,Kleavor"
mach_punch,Mach Punch,4,0,4,2,"Infernape,Lopunny,Conkeldurr,Crabominable"
magic_powder,Magic Powder,1,0,1,0,Hatterene
magic_room,Magic Room,16,0,16,0,"Alakazam,Espeon,Gardevoir,Banette,Gallade,Delphox,Meowstic (Meowstic-M),Klefki,Araquanid,Oranguru,Mimikyu,Hatterene,Mr. Rime,Alcremie,Raichu (Alolan Raichu),Meowstic (Meowstic-F)"
magical_leaf,Magical Leaf,1,0,1,0,Tsareena
magnet_bomb,Magnet Bomb,1,0,1,0,Goodra (Hisuian Goodra)
magnet_rise,Magnet Rise,5,0,5,0,"Forretress,Steelix,Vanilluxe,Dedenne,Klefki"
magnetic_flux,Magnetic Flux,1,0,1,0,Ampharos
matcha_gotcha,Matcha Gotcha,1,0,1,1,Sinistcha
mean_look,Mean Look,13,0,13,0,"Gengar,Umbreon,Gardevoir,Sableye,Absol,Gallade,Serperior,Cofagrigus,Meowstic (Meowstic-M),Hawlucha,Runerigus,Farigiraf,Kingambit"
mega_kick,Mega Kick,44,0,44,0,"Charizard,Blastoise,Pikachu,Raichu,Alakazam,Machamp,Kangaskhan,Dragonite,Typhlosion,Feraligatr,Ampharos,Tyranitar,Sableye,Aggron,Medicham,Lopunny,Lucario,Toxicroak,Abomasnow,Weavile,Rhyperior,Gallade,Audino,Conkeldurr,Krookodile,Zoroark,Beartic,Golurk,Diggersby,Pangoro,Heliolisk,Hawlucha,Goodra,Incineroar,Mudsdale,Tsareena,Oranguru,Passimian,Kommo-o,Mr. Rime,Quaquaval,Raichu (Alolan Raichu),Typhlosion (Hisuian Typhlosion),Zoroark (Hisuian Zoroark)"
megahorn,Megahorn,9,0,9,4,"Tauros,Ariados,Heracross,Absol,Rhyperior,Samurott,Excadrill,Wyrdeer,Samurott (Hisuian Samurott)"
memento,Memento,13,0,13,0,"Ninetales,Gardevoir,Spiritomb,Gallade,Whimsicott,Cofagrigus,Zoroark,Chandelure,Polteageist,Runerigus,Glimmora,Sinistcha,Zoroark (Hisuian Zoroark)"
metal_burst,Metal Burst,7,0,7,1,"Sableye,Aggron,Bastiodon,Rhyperior,Orthworm,Kingambit,Archaludon"
metal_sound,Metal Sound,18,0,18,0,"Jolteon,Forretress,Skarmory,Aggron,Chimecho,Empoleon,Bastiodon,Lucario,Excadrill,Aegislash,Klefki,Kommo-o,Corviknight,Tinkaton,Orthworm,Kingambit,Archaludon,Stunfisk (Galarian Stunfisk)"
meteor_beam,Meteor Beam,15,0,15,1,"Clefable,Starmie,Aerodactyl,Ampharos,Steelix,Aggron,Rampardos,Bastiodon,Rhyperior,Tyrantrum,Aurorus,Garganacl,Armarouge,Glimmora,Archaludon"
meteor_mash,Meteor Mash,2,0,2,1,"Clefable,Lucario"
minimize,Minimize,3,0,3,0,"Starmie,Chandelure,Sandaconda"
mirror_coat,Mirror Coat,12,0,12,0,"Blastoise,Milotic,Lopunny,Glaceon,Serperior,Vanilluxe,Aurorus,Avalugg,Araquanid,Mr. Rime,Farigiraf,Archaludon"
misty_explosion,Misty Explosion,10,0,10,0,"Clefable,Azumarill,Gardevoir,Florges,Aromatisse,Slurpuff,Sylveon,Primarina,Hatterene,Alcremie"
misty_terrain,Misty Terrain,20,0,20,0,"Clefable,Azumarill,Gardevoir,Gallade,Audino,Whimsicott,Floette,Florges,Meowstic (Meowstic-M),Aromatisse,Sylveon,Dedenne,Klefki,Primarina,Mimikyu,Hatterene,Mr. Rime,Alcremie,Quaquaval,Ninetales (Alolan Ninetales)"
moonblast,Moonblast,11,0,11,8,"Clefable,Gardevoir,Altaria,Whimsicott,Floette,Florges,Aromatisse,Sylveon,Gourgeist,Primarina,Ninetales (Alolan Ninetales)"
moonlight,Moonlight,3,0,3,1,"Clefable,Umbreon,Noivern"
morning_sun,Morning Sun,5,0,5,1,"Arcanine,Espeon,Volcarona,Heliolisk,Arcanine (Hisuian Arcanine)"
mortal_spin,Mortal Spin,1,0,1,1,Glimmora
mountain_gale,Mountain Gale,1,0,1,0,Avalugg (Hisuian Avalugg)
mud_shot,Mud Shot,49,0,49,0,"Blastoise,Arbok,Slowbro,Feraligatr,Azumarill,Politoed,Slowking,Houndoom,Tyranitar,Sableye,Camerupt,Milotic,Torterra,Garchomp,Hippowdon,Toxicroak,Rhyperior,Leafeon,Glaceon,Gliscor,Mamoswine,Watchog,Excadrill,Krookodile,Garbodor,Beartic,Stunfisk,Chesnaught,Delphox,Greninja,Diggersby,Clawitzer,Aurorus,Goodra,Crabominable,Toxapex,Mudsdale,Sandaconda,Basculegion (Basculegion-M),Maushold,Garganacl,Bellibolt,Orthworm,Glimmora,Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Stunfisk (Galarian Stunfisk),Goodra (Hisuian Goodra),Basculegion (Basculegion-F)"
mud_slap,Mud-Slap,54,0,54,0,"Arbok,Vaporeon,Jolteon,Flareon,Snorlax,Meganium,Feraligatr,Azumarill,Politoed,Espeon,Umbreon,Houndoom,Tyranitar,Sableye,Aggron,Camerupt,Torterra,Infernape,Empoleon,Rampardos,Bastiodon,Hippowdon,Toxicroak,Abomasnow,Rhyperior,Leafeon,Glaceon,Gliscor,Mamoswine,Emboar,Excadrill,Krookodile,Beartic,Stunfisk,Golurk,Chesnaught,Delphox,Greninja,Diggersby,Clawitzer,Heliolisk,Sylveon,Crabominable,Lycanroc,Mudsdale,Salazzle,Sandaconda,Meowscarada,Skeledirge,Maushold,Bellibolt,Espathra,Orthworm,Stunfisk (Galarian Stunfisk)"
muddy_water,Muddy Water,23,0,23,5,"Blastoise,Slowbro,Gyarados,Vaporeon,Feraligatr,Azumarill,Politoed,Slowking,Tyranitar,Pelipper,Milotic,Hippowdon,Stunfisk,Clawitzer,Goodra,Toxapex,Basculegion (Basculegion-M),Bellibolt,Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Stunfisk (Galarian Stunfisk),Goodra (Hisuian Goodra),Basculegion (Basculegion-F)"
mystical_fire,Mystical Fire,13,0,13,4,"Clefable,Ninetales,Gardevoir,Gallade,Chandelure,Volcarona,Delphox,Sylveon,Gourgeist,Hatterene,Alcremie,Armarouge,Typhlosion (Hisuian Typhlosion)"
nasty_plot,Nasty Plot,55,0,55,17,"Pikachu,Raichu,Ninetales,Alakazam,Slowbro,Gengar,Slowking,Houndoom,Sableye,Banette,Infernape,Spiritomb,Lucario,Toxicroak,Weavile,Froslass,Rotom,Watchog,Liepard,Simisage,Simisear,Simipour,Cofagrigus,Zoroark,Hydreigon,Delphox,Meowstic (Meowstic-M),Aromatisse,Gourgeist,Decidueye,Incineroar,Salazzle,Oranguru,Corviknight,Polteageist,Mr. Rime,Runerigus,Morpeko,Sneasler,Meowscarada,Farigiraf,Sinistcha,Hydrapple,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Raichu (Alolan Raichu),Ninetales (Alolan Ninetales),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Zoroark (Hisuian Zoroark),Decidueye (Hisuian Decidueye),Meowstic (Meowstic-F)"
nature_power,Nature Power,1,0,1,0,Tsareena
night_daze,Night Daze,1,0,1,0,Zoroark
night_shade,Night Shade,40,0,40,0,"Clefable,Ninetales,Gengar,Ariados,Gardevoir,Sableye,Medicham,Banette,Spiritomb,Gallade,Froslass,Rotom,Cofagrigus,Zoroark,Reuniclus,Chandelure,Golurk,Delphox,Trevenant,Decidueye,Mimikyu,Polteageist,Runerigus,Dragapult,Basculegion (Basculegion-M),Skeledirge,Armarouge,Ceruledge,Espathra,Farigiraf,Sinistcha,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Typhlosion (Hisuian Typhlosion),Zoroark (Hisuian Zoroark),Decidueye (Hisuian Decidueye),Basculegion (Basculegion-F)"
night_slash,Night Slash,26,0,26,1,"Ariados,Scizor,Heracross,Skarmory,Sableye,Sharpedo,Absol,Luxray,Weavile,Gliscor,Gallade,Samurott,Liepard,Zoroark,Beartic,Greninja,Pangoro,Aegislash,Mimikyu,Kleavor,Sneasler,Meowscarada,Ceruledge,Kingambit,Archaludon,Samurott (Hisuian Samurott)"
noble_roar,Noble Roar,1,0,1,0,Kommo-o
nuzzle,Nuzzle,6,0,6,5,"Pikachu,Raichu,Emolga,Dedenne,Hatterene,Raichu (Alolan Raichu)"
outrage,Outrage,48,0,48,4,"Venusaur,Charizard,Blastoise,Arcanine,Kangaskhan,Tauros,Gyarados,Snorlax,Dragonite,Meganium,Feraligatr,Ampharos,Tyranitar,Aggron,Altaria,Torterra,Rampardos,Bastiodon,Garchomp,Abomasnow,Rhyperior,Serperior,Krookodile,Hydreigon,Pangoro,Tyrantrum,Aurorus,Goodra,Noivern,Incineroar,Drampa,Kommo-o,Flapple,Appletun,Sandaconda,Morpeko,Dragapult,Basculegion (Basculegion-M),Skeledirge,Palafin,Archaludon,Hydrapple,Arcanine (Hisuian Arcanine),Goodra (Hisuian Goodra),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua)),Basculegion (Basculegion-F)"
overheat,Overheat,27,0,27,11,"Charizard,Ninetales,Arcanine,Flareon,Typhlosion,Houndoom,Manectric,Camerupt,Torkoal,Infernape,Emboar,Simisear,Chandelure,Volcarona,Delphox,Talonflame,Incineroar,Toucannon,Salazzle,Skeledirge,Armarouge,Ceruledge,Scovillain,Rotom (Heat Rotom),Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion),Tauros (Paldean Tauros (Blaze))"
