pokemon_id,role_key,name_en,name_es,description_en,description_es,confidence,season_key,format,curation_source_key,notes
939,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
939,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
939,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
952,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
956,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
956,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
956,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
956,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
959,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
959,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
959,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
964,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
964,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
968,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
970,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
981,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
981,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
981,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
983,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
983,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
983,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
1013,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
1013,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
1013,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
1013,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
1018,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
1018,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
1018,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
1019,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
1019,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
1019,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
10008,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10008,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10008,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
10009,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10009,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10009,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
10010,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10010,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10010,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
10011,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
10011,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
10011,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10012,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
10012,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10012,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
10100,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
10100,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10100,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
10104,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
10104,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10165,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
10165,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
10165,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10165,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10172,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
10172,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
10172,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10172,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10180,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
10180,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
10230,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10230,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
10233,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
10236,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
10236,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
10239,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
10239,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10239,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
10239,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
10242,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
10242,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
10244,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
10244,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10244,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
10245,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
10245,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
10245,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
10250,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
10251,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10251,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
10252,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
10678,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10678,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10678,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
10678,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
10902,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
10902,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
